file,player_id,date,recorded_minutes,session_duration_minutes,total_distance_meters,high_speed_running_distance,sprint_distance,acceleration_count,deceleration_count,peak_speed_ms,mean_speed_ms,distance_per_min,sprint_fraction,sample_rate_hz,n_gps_samples,error,qc_flags,qc_pass
2020-06-16-TeamB-baf3897a-3e70-f16a-5548-5822de1b372a.parquet,TeamB-baf3897a-3e70-f16a-5548-5822de1b372a,2020-06-16,85.0,42.88,3426.6,189.5,67.8,16,26,6.51,1.332,79.9,0.0198,10.0,50993,,,1
2020-06-16-TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b.parquet,TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b,2020-06-16,60.85,31.35,2111.9,184.1,94.6,25,25,7.43,1.123,67.4,0.0448,10.0,36507,,,1
2020-06-16-TeamB-e005b860-51ef-1922-fe43-c49e149818d1.parquet,TeamB-e005b860-51ef-1922-fe43-c49e149818d1,2020-06-16,78.83,41.09,3095.1,178.8,57.2,26,20,6.19,1.256,75.3,0.0185,10.0,47298,,,1
2020-06-16-TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3.parquet,TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3,2020-06-16,60.53,22.72,1737.6,76.8,32.7,24,19,6.15,1.275,76.5,0.0188,10.0,36317,,,1
2020-06-17-TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca.parquet,TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca,2020-06-17,107.73,62.02,3791.8,237.9,63.7,19,22,6.19,1.019,61.1,0.0168,10.0,64634,,,1
2020-06-17-TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7.parquet,TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7,2020-06-17,101.22,57.88,3816.2,382.2,122.1,29,35,7.31,1.099,65.9,0.032,10.0,60728,,,1
2020-06-17-TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5.parquet,TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5,2020-06-17,91.44,45.02,2565.4,134.6,55.0,22,20,6.37,0.95,57.0,0.0215,10.0,54861,,,1
2020-06-17-TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952.parquet,TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952,2020-06-17,93.42,58.02,3628.3,387.5,150.6,26,33,6.89,1.042,62.5,0.0415,10.0,56049,,,1
2020-06-17-TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf.parquet,TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2020-06-17,96.75,31.34,1615.5,9.3,0.0,13,10,5.01,0.859,51.5,0.0,10.0,58045,,,1
2020-06-17-TeamB-70b74270-f655-43cc-a188-1ebc7a828b95.parquet,TeamB-70b74270-f655-43cc-a188-1ebc7a828b95,2020-06-17,96.28,54.31,3590.2,399.0,199.0,23,45,7.38,1.102,66.1,0.0554,10.0,57766,,,1
2020-06-17-TeamB-789547e7-1325-4153-a98d-5ecd497f3668.parquet,TeamB-789547e7-1325-4153-a98d-5ecd497f3668,2020-06-17,97.14,34.47,2039.4,52.7,7.4,22,12,6.0,0.986,59.2,0.0036,10.0,58279,,,1
2020-06-17-TeamB-8d723104-f773-83c1-3458-a748e9bb17bc.parquet,TeamB-8d723104-f773-83c1-3458-a748e9bb17bc,2020-06-17,106.79,49.3,3065.4,290.0,124.5,36,34,6.87,1.036,62.2,0.0406,10.0,64069,,,1
2020-06-17-TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2.parquet,TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2,2020-06-17,96.9,52.19,3098.2,183.0,66.6,27,31,6.87,0.989,59.4,0.0215,10.0,58135,,,1
2020-06-17-TeamB-ab691983-3544-4a0e-8f70-db44d85cb907.parquet,TeamB-ab691983-3544-4a0e-8f70-db44d85cb907,2020-06-17,93.64,52.58,3118.3,237.8,83.2,22,17,6.49,0.988,59.3,0.0267,10.0,56177,,,1
2020-06-17-TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f.parquet,TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f,2020-06-17,107.42,71.53,4548.9,288.9,109.8,49,38,6.91,1.06,63.6,0.0241,10.0,64447,,,1
2020-06-17-TeamB-baf3897a-3e70-f16a-5548-5822de1b372a.parquet,TeamB-baf3897a-3e70-f16a-5548-5822de1b372a,2020-06-17,104.68,45.9,2822.1,136.8,14.2,15,6,5.78,1.025,61.5,0.005,10.0,62787,,,1
2020-06-18-TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca.parquet,TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca,2020-06-18,105.02,56.44,4617.5,402.5,115.9,59,68,7.05,1.364,81.8,0.0251,10.0,63005,,,1
2020-06-18-TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7.parquet,TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7,2020-06-18,92.49,58.89,5083.1,873.7,377.3,56,78,7.56,1.439,86.3,0.0742,10.0,55487,,,1
2020-06-18-TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5.parquet,TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5,2020-06-18,88.16,46.83,3706.3,389.1,128.9,59,47,6.98,1.319,79.1,0.0348,10.0,52890,,,1
2020-06-18-TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc.parquet,TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc,2020-06-18,105.86,57.54,4465.6,322.9,144.1,36,52,7.09,1.293,77.6,0.0323,10.0,63512,,,1
2020-06-18-TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952.parquet,TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952,2020-06-18,101.42,62.89,5162.8,695.7,200.0,40,45,7.8,1.368,82.1,0.0387,10.0,60846,,,1
2020-06-18-TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf.parquet,TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2020-06-18,107.83,50.2,2512.9,53.9,18.0,19,28,6.36,0.834,50.1,0.0072,10.0,64693,,,1
2020-06-18-TeamB-789547e7-1325-4153-a98d-5ecd497f3668.parquet,TeamB-789547e7-1325-4153-a98d-5ecd497f3668,2020-06-18,104.92,56.07,3168.6,122.3,71.7,50,60,7.18,0.942,56.5,0.0226,10.0,62948,,,1
2020-06-18-TeamB-8d723104-f773-83c1-3458-a748e9bb17bc.parquet,TeamB-8d723104-f773-83c1-3458-a748e9bb17bc,2020-06-18,93.56,57.71,4566.0,742.7,156.1,59,79,6.53,1.319,79.1,0.0342,10.0,56130,,,1
2020-06-18-TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2.parquet,TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2,2020-06-18,107.45,59.72,5052.5,624.7,145.2,39,64,7.35,1.41,84.6,0.0287,10.0,64470,,,1
2020-06-18-TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc.parquet,TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc,2020-06-18,68.54,36.24,2585.0,198.3,74.4,26,30,5.98,1.189,71.3,0.0288,10.0,41108,,,1
2020-06-18-TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f.parquet,TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f,2020-06-18,103.83,64.11,5318.2,712.7,197.0,54,37,7.42,1.382,82.9,0.037,10.0,62290,,,1
2020-06-18-TeamB-baf3897a-3e70-f16a-5548-5822de1b372a.parquet,TeamB-baf3897a-3e70-f16a-5548-5822de1b372a,2020-06-18,86.66,51.25,3990.1,181.6,83.6,26,26,8.71,1.298,77.9,0.0209,10.0,51987,,,1
2020-06-18-TeamB-e005b860-51ef-1922-fe43-c49e149818d1.parquet,TeamB-e005b860-51ef-1922-fe43-c49e149818d1,2020-06-18,31.65,10.88,918.6,0.9,0.0,2,0,4.61,1.407,84.4,0.0,10.0,18991,,too_short,0
2020-06-18-TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b.parquet,TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b,2020-06-18,103.59,50.02,4075.8,811.8,240.0,31,35,7.28,1.358,81.5,0.0589,10.0,62149,,,1
2020-06-18-TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3.parquet,TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3,2020-06-18,51.42,32.65,2303.9,65.0,51.8,17,22,6.53,1.176,70.6,0.0225,10.0,30852,,,1
2020-06-19-TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3.parquet,TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3,2020-06-19,15.58,14.17,942.1,11.3,0.0,1,5,4.95,1.108,66.5,0.0,10.0,9344,,too_short,0
2020-06-22-TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca.parquet,TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca,2020-06-22,104.39,57.69,3518.8,80.8,30.4,35,32,6.56,1.017,61.0,0.0086,10.0,62615,,,1
2020-06-22-TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7.parquet,TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7,2020-06-22,103.52,55.19,3120.9,40.2,5.7,26,36,6.91,0.943,56.6,0.0018,10.0,62104,,,1
2020-06-22-TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5.parquet,TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5,2020-06-22,99.87,50.32,3186.9,83.2,44.1,24,22,7.37,1.056,63.3,0.0139,10.0,59919,,,1
2020-06-22-TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc.parquet,TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc,2020-06-22,100.25,61.23,3864.3,81.7,28.5,27,37,6.61,1.052,63.1,0.0074,10.0,60147,,,1
2020-06-22-TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952.parquet,TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952,2020-06-22,103.27,62.88,3900.9,199.8,61.2,25,33,7.34,1.034,62.0,0.0157,10.0,61955,,,1
2020-06-22-TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf.parquet,TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2020-06-22,108.66,43.79,2184.5,0.9,0.0,22,31,4.79,0.831,49.9,0.0,10.0,65190,,,1
2020-06-22-TeamB-70b74270-f655-43cc-a188-1ebc7a828b95.parquet,TeamB-70b74270-f655-43cc-a188-1ebc7a828b95,2020-06-22,90.67,54.2,3473.9,326.9,171.4,23,51,8.11,1.068,64.1,0.0493,10.0,54396,,,1
2020-06-22-TeamB-789547e7-1325-4153-a98d-5ecd497f3668.parquet,TeamB-789547e7-1325-4153-a98d-5ecd497f3668,2020-06-22,100.54,44.84,2301.8,1.9,0.0,31,36,4.83,0.856,51.3,0.0,10.0,60319,,,1
2020-06-22-TeamB-8d723104-f773-83c1-3458-a748e9bb17bc.parquet,TeamB-8d723104-f773-83c1-3458-a748e9bb17bc,2020-06-22,103.84,38.17,2005.4,7.4,1.2,14,23,6.08,0.876,52.5,0.0006,10.0,62297,,,1
2020-06-22-TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2.parquet,TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2,2020-06-22,95.72,45.63,2853.0,126.4,59.5,31,31,6.42,1.042,62.5,0.0209,10.0,57426,,,1
2020-06-22-TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc.parquet,TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc,2020-06-22,96.89,49.97,3109.2,195.8,39.9,29,32,5.88,1.037,62.2,0.0128,10.0,58085,,,1
2020-06-22-TeamB-ab691983-3544-4a0e-8f70-db44d85cb907.parquet,TeamB-ab691983-3544-4a0e-8f70-db44d85cb907,2020-06-22,96.32,59.49,3806.9,152.4,46.0,28,37,7.23,1.066,64.0,0.0121,10.0,57787,,,1
2020-06-22-TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f.parquet,TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f,2020-06-22,90.41,64.09,4017.5,207.2,49.8,28,38,7.61,1.045,62.7,0.0124,10.0,54236,,,1
2020-06-22-TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b.parquet,TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b,2020-06-22,102.43,47.34,2968.8,209.1,98.1,34,35,6.81,1.045,62.7,0.0331,10.0,61455,,,1
2020-06-23-TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7.parquet,TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7,2020-06-23,49.59,48.34,5146.6,484.9,214.4,18,39,7.19,1.775,106.5,0.0417,10.0,29746,,,1
2020-06-23-TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca.parquet,TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca,2020-06-23,119.66,95.76,9757.8,679.2,183.5,29,39,6.84,1.698,101.9,0.0188,10.0,71784,,,1
2020-06-23-TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5.parquet,TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5,2020-06-23,119.23,95.53,9544.2,897.7,421.0,33,57,7.93,1.665,99.9,0.0441,10.0,71538,,,1
2020-06-23-TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc.parquet,TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc,2020-06-23,125.14,100.04,10075.8,630.8,189.6,39,55,6.72,1.679,100.7,0.0188,10.0,75070,,,1
2020-06-23-TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf.parquet,TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2020-06-23,48.08,22.34,1200.8,41.0,1.1,15,16,5.56,0.896,53.8,0.0009,10.0,28841,,,1
2020-06-23-TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952.parquet,TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952,2020-06-23,130.21,98.99,9810.5,886.4,248.8,43,60,7.52,1.652,99.1,0.0254,10.0,78119,,,1
2020-06-23-TeamB-70b74270-f655-43cc-a188-1ebc7a828b95.parquet,TeamB-70b74270-f655-43cc-a188-1ebc7a828b95,2020-06-23,108.26,83.48,9174.1,1405.9,704.9,57,101,7.89,1.831,109.9,0.0768,10.0,64949,,,1
2020-06-23-TeamB-8d723104-f773-83c1-3458-a748e9bb17bc.parquet,TeamB-8d723104-f773-83c1-3458-a748e9bb17bc,2020-06-23,63.86,48.16,4905.9,719.9,371.0,24,52,7.94,1.698,101.9,0.0756,10.0,38308,,,1
2020-06-23-TeamB-789547e7-1325-4153-a98d-5ecd497f3668.parquet,TeamB-789547e7-1325-4153-a98d-5ecd497f3668,2020-06-23,120.42,78.16,3892.3,35.8,5.5,16,16,5.72,0.83,49.8,0.0014,10.0,72246,,,1
2020-06-23-TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc.parquet,TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc,2020-06-23,48.42,47.6,5227.9,680.7,315.7,20,42,7.44,1.831,109.8,0.0604,10.0,29047,,,1
2020-06-23-TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2.parquet,TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2,2020-06-23,55.89,48.2,4520.6,680.9,381.3,19,30,7.94,1.563,93.8,0.0843,10.0,33528,,,1
2020-06-23-TeamB-ab691983-3544-4a0e-8f70-db44d85cb907.parquet,TeamB-ab691983-3544-4a0e-8f70-db44d85cb907,2020-06-23,119.42,94.99,9568.8,858.6,300.0,33,44,7.3,1.679,100.7,0.0314,10.0,71649,,,1
2020-06-23-TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f.parquet,TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f,2020-06-23,119.99,96.6,8893.2,909.9,486.7,36,42,8.1,1.534,92.1,0.0547,10.0,71988,,,1
2020-06-23-TeamB-e005b860-51ef-1922-fe43-c49e149818d1.parquet,TeamB-e005b860-51ef-1922-fe43-c49e149818d1,2020-06-23,25.47,12.72,1258.9,253.6,151.0,8,13,7.31,1.65,99.0,0.1199,10.0,15281,,too_short,0
2020-06-23-TeamB-baf3897a-3e70-f16a-5548-5822de1b372a.parquet,TeamB-baf3897a-3e70-f16a-5548-5822de1b372a,2020-06-23,34.71,21.56,2324.8,352.8,137.8,5,11,7.29,1.797,107.8,0.0593,10.0,20820,,,1
2020-06-23-TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b.parquet,TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b,2020-06-23,48.54,47.89,5501.8,669.4,280.8,34,35,7.52,1.915,114.9,0.051,10.0,29120,,,1
2020-06-23-TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3.parquet,TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3,2020-06-23,51.91,47.91,3038.1,112.5,66.7,32,17,6.78,1.057,63.4,0.022,10.0,31141,,,1
2020-06-25-TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5.parquet,TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5,2020-06-25,76.02,32.75,1808.0,59.8,38.8,15,7,6.53,0.92,55.2,0.0214,10.0,45611,,,1
2020-06-25-TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca.parquet,TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca,2020-06-25,99.66,48.95,2832.7,72.7,40.5,23,31,7.0,0.964,57.9,0.0143,10.0,59787,,,1
2020-06-25-TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc.parquet,TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc,2020-06-25,104.34,46.04,2755.1,54.6,17.9,18,17,6.17,0.997,59.8,0.0065,10.0,62600,,,1
2020-06-25-TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952.parquet,TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952,2020-06-25,80.41,51.67,3229.9,207.3,83.1,20,12,6.96,1.042,62.5,0.0257,10.0,48239,,,1
2020-06-25-TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf.parquet,TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2020-06-25,85.62,25.21,1157.6,6.7,0.0,22,28,5.21,0.765,45.9,0.0,10.0,51369,,,1
2020-06-25-TeamB-70b74270-f655-43cc-a188-1ebc7a828b95.parquet,TeamB-70b74270-f655-43cc-a188-1ebc7a828b95,2020-06-25,75.41,42.26,2702.2,150.2,67.0,27,38,6.52,1.066,63.9,0.0248,10.0,45236,,,1
2020-06-25-TeamB-789547e7-1325-4153-a98d-5ecd497f3668.parquet,TeamB-789547e7-1325-4153-a98d-5ecd497f3668,2020-06-25,91.02,33.93,1643.7,10.7,4.4,28,30,5.72,0.807,48.4,0.0027,10.0,54600,,,1
2020-06-25-TeamB-8d723104-f773-83c1-3458-a748e9bb17bc.parquet,TeamB-8d723104-f773-83c1-3458-a748e9bb17bc,2020-06-25,86.81,41.43,2176.7,100.4,46.7,26,22,7.21,0.876,52.5,0.0214,10.0,52081,,,1
2020-06-25-TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2.parquet,TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2,2020-06-25,80.01,34.44,1838.5,58.7,33.4,17,12,6.71,0.89,53.4,0.0182,10.0,48002,,,1
2020-06-25-TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc.parquet,TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc,2020-06-25,81.38,47.11,2625.3,135.3,15.5,20,14,5.92,0.929,55.7,0.0059,10.0,48821,,,1
2020-06-25-TeamB-ab691983-3544-4a0e-8f70-db44d85cb907.parquet,TeamB-ab691983-3544-4a0e-8f70-db44d85cb907,2020-06-25,81.34,48.36,2843.0,73.7,34.7,31,26,6.69,0.98,58.8,0.0122,10.0,48796,,,1
2020-06-25-TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f.parquet,TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f,2020-06-25,97.71,65.78,3876.1,134.8,38.2,33,31,7.26,0.982,58.9,0.0099,10.0,58620,,,1
2020-06-25-TeamB-baf3897a-3e70-f16a-5548-5822de1b372a.parquet,TeamB-baf3897a-3e70-f16a-5548-5822de1b372a,2020-06-25,78.42,33.16,1980.9,50.2,31.1,16,5,6.76,0.996,59.7,0.0157,10.0,47050,,,1
2020-06-25-TeamB-e005b860-51ef-1922-fe43-c49e149818d1.parquet,TeamB-e005b860-51ef-1922-fe43-c49e149818d1,2020-06-25,87.22,35.21,2002.4,46.7,24.9,13,14,6.45,0.948,56.9,0.0124,10.0,52329,,,1
2020-06-25-TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b.parquet,TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b,2020-06-25,80.83,39.43,2372.7,74.9,37.9,21,27,6.91,1.003,60.2,0.016,10.0,48494,,,1
2020-06-25-TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3.parquet,TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3,2020-06-25,46.12,29.35,1743.0,31.3,11.7,15,15,5.77,0.99,59.4,0.0067,10.0,27671,,,1
2020-06-26-TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca.parquet,TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca,2020-06-26,73.87,49.14,3508.3,211.0,92.1,39,46,6.96,1.19,71.4,0.0262,10.0,44316,,,1
2020-06-26-TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7.parquet,TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7,2020-06-26,77.44,48.62,3164.2,109.8,53.4,24,36,6.88,1.085,65.1,0.0169,10.0,46458,,,1
2020-06-26-TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5.parquet,TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5,2020-06-26,60.66,48.05,3253.8,126.5,68.1,22,29,7.47,1.129,67.7,0.0209,10.0,36389,,,1
2020-06-26-TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc.parquet,TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc,2020-06-26,73.44,52.19,3375.7,95.8,30.0,28,32,5.73,1.078,64.7,0.0089,10.0,44055,,,1
2020-06-26-TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf.parquet,TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2020-06-26,76.4,31.18,1452.8,1.4,0.0,12,21,4.85,0.776,46.6,0.0,10.0,45835,,,1
2020-06-26-TeamB-70b74270-f655-43cc-a188-1ebc7a828b95.parquet,TeamB-70b74270-f655-43cc-a188-1ebc7a828b95,2020-06-26,85.18,52.23,3541.6,343.6,164.1,45,43,7.21,1.13,67.8,0.0463,10.0,51101,,,1
2020-06-26-TeamB-789547e7-1325-4153-a98d-5ecd497f3668.parquet,TeamB-789547e7-1325-4153-a98d-5ecd497f3668,2020-06-26,84.59,38.48,1873.2,6.0,0.0,30,34,5.22,0.811,48.7,0.0,10.0,50744,,,1
2020-06-26-TeamB-8d723104-f773-83c1-3458-a748e9bb17bc.parquet,TeamB-8d723104-f773-83c1-3458-a748e9bb17bc,2020-06-26,74.09,43.51,2718.4,231.7,128.0,30,32,7.17,1.041,62.5,0.0471,10.0,44449,,,1
2020-06-26-TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2.parquet,TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2,2020-06-26,71.39,44.71,2982.8,148.2,61.9,19,32,7.16,1.112,66.7,0.0208,10.0,42832,,,1
2020-06-26-TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc.parquet,TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc,2020-06-26,78.11,52.34,3127.2,142.4,63.3,40,27,6.66,0.996,59.7,0.0202,10.0,46863,,,1
2020-06-26-TeamB-ab691983-3544-4a0e-8f70-db44d85cb907.parquet,TeamB-ab691983-3544-4a0e-8f70-db44d85cb907,2020-06-26,78.1,43.95,3060.9,120.0,66.2,30,19,7.15,1.161,69.6,0.0216,10.0,46851,,,1
2020-06-26-TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f.parquet,TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f,2020-06-26,76.34,52.56,3232.5,193.8,80.3,27,34,7.65,1.025,61.5,0.0249,10.0,45799,,,1
2020-06-26-TeamB-baf3897a-3e70-f16a-5548-5822de1b372a.parquet,TeamB-baf3897a-3e70-f16a-5548-5822de1b372a,2020-06-26,81.39,44.17,2884.5,108.2,62.9,15,28,6.67,1.088,65.3,0.0218,10.0,48829,,,1
2020-06-26-TeamB-e005b860-51ef-1922-fe43-c49e149818d1.parquet,TeamB-e005b860-51ef-1922-fe43-c49e149818d1,2020-06-26,72.41,43.47,2546.1,132.2,55.9,25,22,6.46,0.976,58.6,0.022,10.0,43440,,,1
2020-06-26-TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b.parquet,TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b,2020-06-26,72.81,47.68,3348.2,213.7,121.8,36,45,7.32,1.17,70.2,0.0364,10.0,43676,,,1
2020-06-26-TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3.parquet,TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3,2020-06-26,58.92,33.66,2119.2,198.0,132.2,22,19,7.61,1.049,63.0,0.0624,10.0,35349,,,1
2020-06-27-TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca.parquet,TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca,2020-06-27,131.74,97.13,9700.4,922.4,298.8,35,31,6.74,1.664,99.9,0.0308,10.0,79039,,,1
2020-06-27-TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7.parquet,TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7,2020-06-27,116.3,53.9,5692.0,753.3,333.7,25,41,7.53,1.76,105.6,0.0586,10.0,69774,,,1
2020-06-27-TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5.parquet,TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5,2020-06-27,114.62,95.04,9004.4,991.8,445.3,43,57,8.0,1.579,94.7,0.0495,10.0,68770,,,1
2020-06-27-TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc.parquet,TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc,2020-06-27,121.37,96.45,9694.6,749.5,170.2,35,49,6.98,1.675,100.5,0.0176,10.0,72810,,,1
2020-06-27-TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952.parquet,TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952,2020-06-27,74.16,54.85,5386.8,693.8,310.6,26,33,7.7,1.637,98.2,0.0577,10.0,44488,,,1
2020-06-27-TeamB-70b74270-f655-43cc-a188-1ebc7a828b95.parquet,TeamB-70b74270-f655-43cc-a188-1ebc7a828b95,2020-06-27,107.92,86.55,8861.6,1410.6,742.2,45,81,7.75,1.707,102.4,0.0838,10.0,64749,,,1
2020-06-27-TeamB-789547e7-1325-4153-a98d-5ecd497f3668.parquet,TeamB-789547e7-1325-4153-a98d-5ecd497f3668,2020-06-27,123.66,73.64,3570.4,34.6,15.6,17,13,6.64,0.808,48.5,0.0044,10.0,74172,,,1
2020-06-27-TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2.parquet,TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2,2020-06-27,35.04,23.88,2266.4,357.5,210.9,6,16,7.34,1.582,94.9,0.093,10.0,21019,,,1
